Order_ID,Order_Date,Customer_Name,Outlet,Product,Category,Quantity,Unit_Price,Payment_Method,Order_Type,Total_Sales
FF10081,2025-06-20,Simran,Leela Bhawan,Coke,Beverages,1.0,59.0,Card,Takeaway,59.0
FF10082,2025-03-05,Aditya,Urban Estate,French Fries,Sides,1.0,99.0,UPI,DELIVERY,99.0
FF10083,2025-04-25,Aman,Tripuri,Cheese Burger,Burgers,4.0,199.0,UPI,Dine-in,796.0
FF10084,2025-02-17,Sneha,Model Town,Chicken Wings,Sides,4.0,179.0,UPI,Delivery,716.0
FF10085,2025-02-18,Rohan,Leela Bhawan,Cheese Burger,Burgers,1.0,199.0,UPI,Takeaway,199.0
FF10086,2025-03-11,Arjun,Tripuri,Chicken Wings,Sides,4.0,179.0,UPI,Dine-in,716.0
FF10087,2025-03-26,Rahul,Urban Estate,Veg Burger,Burgers,2.0,129.0,Card,Dine-in,258.0
FF10088,2025-01-30,Mehak,Tripuri,Farmhouse Pizza,Pizza,1.0,349.0,Cash,Dine-in,349.0
FF10089,2025-02-03,Rahul,Tripuri,Garlic Bread,Sides,4.0,129.0,UPI,Takeaway,516.0
FF10090,2025-02-23,Rahul,Tripuri,Chicken Wings,Sides,1.0,179.0,UPI,Dine-in,179.0
FF10091,2025-05-10,Tanvi,Tripuri,Margherita Pizza,Pizza,2.0,299.0,Cash,Delivery,598.0
FF10092,2025-06-23,Aman,,French Fries,Sides,2.0,99.0,UPI,Dine-in,198.0
FF10093,2025-03-29,Simran,Tripuri,Margherita Pizza,Pizza,1.0,299.0,UPI,Takeaway,299.0
FF10094,2025-01-18,Tanvi,Model Town,Cold Coffee,Beverages,3.0,119.0,Cash,Delivery,357.0
FF10095,2025-01-26,Harsh,Leela Bhawan,Lemonade,Beverages,2.0,89.0,UPI,Takeaway,178.0
FF10096,2025-03-30,Sneha,Tripuri,French Fries,Sides,3.0,99.0,CARD,Dine-in,297.0
FF10097,2025-06-19,Arjun,Leela Bhawan,Veg Burger,Burgers,3.0,129.0,UPI,Takeaway,387.0
FF10098,2025-02-23,Rahul,Leela Bhawan,Farmhouse Pizza,Pizza,2.0,349.0,Cash,Delivery,698.0
FF10099,2025-04-09,Rahul,Leela Bhawan,Cold Coffee,Beverages,4.0,119.0,UPI,Dine-in,476.0
FF10100,2025-06-04,Kavya,Model Town,Margherita Pizza,Pizza,1.0,299.0,Card,Delivery,299.0
FF10101,2025-06-12,Rahul,Model Town,Chicken Wings,Sides,2.0,179.0,Card,Takeaway,358.0
FF10102,2025-03-25,Sneha,Model Town,Coke,Beverages,2.0,59.0,Cash,Dine-in,118.0
FF10103,2025-05-07,Rahul,Leela Bhawan,Cold Coffee,Beverages,3.0,119.0,UPI,Delivery,357.0
FF10104,2025-01-29,Nisha,Tripuri,Lemonade,Beverages,2.0,,Cash,Takeaway,
FF10105,2025-03-29,Nisha,Leela Bhawan,French Fries,Sides,3.0,99.0,UPI,Delivery,297.0
FF10106,2025-05-17,Ananya,Tripuri,Veg Burger,Burgers,1.0,129.0,UPI,Dine-in,129.0
FF10107,2025-03-27,Tanvi,Urban Estate,Classic Burger,Burgers,3.0,149.0,Cash,Delivery,447.0
FF10108,2025-06-15,Jaspreet,Model Town,French Fries,Sides,1.0,99.0,Cash,Dine-in,99.0
FF10109,2025-03-11,Sahil,Model Town,Farmhouse Pizza,Pizza,4.0,349.0,UPI,Dine-in,1396.0
FF10110,2025-04-04,Karan,Leela Bhawan,Classic Burger,Burgers,1.0,149.0,UPI,Delivery,149.0
FF10111,2025-06-01,Neha,Urban Estate,French Fries,Sides,2.0,99.0,Card,Takeaway,198.0
FF10112,2025-01-12,Tanvi,Model Town,French Fries,Sides,4.0,99.0,Card,Dine-in,396.0
FF10113,2025-05-14,Sneha,Model Town,French Fries,Sides,2.0,99.0,UPI,Takeaway,198.0
FF10114,2025-06-12,Isha,Model Town,Farmhouse Pizza,Pizza,3.0,349.0,UPI,Takeaway,1047.0
FF10115,2025-04-28,Nisha,Model Town,Margherita Pizza,Pizza,1.0,299.0,Cash,Dine-in,299.0
FF10116,2025-06-28,Sneha,Tripuri,Garlic Bread,Sides,2.0,129.0,Cash,Dine-in,258.0
FF10117,2025-03-30,Arjun,Urban Estate,Classic Burger,Burgers,1.0,149.0,Card,Delivery,149.0
FF10118,2025-06-16,Pooja,Leela Bhawan,Coke,Beverages,4.0,59.0,Card,Delivery,236.0
FF10119,2025-06-23,Manish,Tripuri,Lemonade,Beverages,3.0,89.0,UPI,Takeaway,267.0
FF10120,2025-01-15,Rahul,Tripuri,Cheese Burger,Burgers,3.0,199.0,Card,Delivery,597.0
FF10121,2025-06-06,Isha,Leela Bhawan,Chicken Wings,Sides,1.0,179.0,Cash,Dine-in,179.0
FF10122,2025-02-19,Rahul,Urban Estate,Farmhouse Pizza,Pizza,4.0,349.0,UPI,Delivery,1396.0
FF10123,2025-01-15,Rohan,Tripuri,Cheese Burger,Burgers,2.0,199.0,UPI,Delivery,398.0
FF10124,2025-05-08,Nisha,Urban Estate,Lemonade,Beverages,2.0,89.0,UPI,Takeaway,178.0
FF10125,2025-01-26,Ananya,Leela Bhawan,Chicken Wings,Sides,3.0,179.0,UPI,Dine-in,537.0
FF10126,2025-01-14,Arjun,Tripuri,French Fries,Sides,1.0,99.0,Cash,Takeaway,99.0
FF10127,2025-04-21,Harsh,Leela Bhawan,Coke,Beverages,1.0,59.0,UPI,Delivery,59.0
FF10128,2025-01-11,Isha,Model Town,Lemonade,Beverages,1.0,89.0,UPI,takeaway ,89.0
FF10129,2025-06-04,Neha,Model Town,Cheese Burger,Burgers,1.0,199.0,Card,Takeaway,199.0
FF10130,2025-03-04,Rohan,Urban Estate,Coke,Beverages,4.0,59.0,UPI,Dine-in,236.0
FF10131,2025-01-11,Simran,Model Town,French Fries,Sides,2.0,99.0,Cash,Delivery,198.0
FF10132,2025-05-18,Isha,Model Town,Veg Burger,Burgers,2.0,129.0,Cash,Takeaway,258.0
FF10133,2025-04-23,Aman,Leela Bhawan,Veg Burger,Burgers,1.0,129.0,Card,Delivery,129.0
FF10134,2025-04-15,Manish,Urban Estate,Cold Coffee,Beverages,1.0,119.0,Cash,Dine-in,119.0
FF10135,2025-04-25,Rahul,Leela Bhawan,French Fries,Sides,3.0,99.0,UPI,Dine-in,297.0
FF10136,2025-02-24,Manish,Leela Bhawan,Garlic Bread,Sides,4.0,129.0,UPI,Takeaway,516.0
FF10137,2025-05-08,,Urban Estate,Garlic Bread,Sides,1.0,129.0,UPI,Delivery,129.0
FF10138,2025-06-07,Neha,Model Town,Chicken Wings,Sides,2.0,179.0,UPI,Delivery,358.0
FF10139,2025-04-15,Tanvi,Urban Estate,Coke,Beverages,4.0,,UPI,Dine-in,
FF10140,2025-03-20,Jaspreet,Leela Bhawan,Cheese Burger,Burgers,1.0,199.0,Card,Delivery,199.0
FF10141,2025-02-03,Aman,Leela Bhawan,Cold Coffee,Beverages,3.0,119.0,UPI,Takeaway,357.0
FF10142,2025-01-10,Arjun,Urban Estate,Farmhouse Pizza,Pizza,1.0,349.0,Cash,Delivery,349.0
FF10143,2025-03-15,Jaspreet,Tripuri,Margherita Pizza,Pizza,3.0,299.0,UPI,Delivery,897.0
FF10144,2025-02-26,Riya,Leela Bhawan,Veg Burger,Burgers,2.0,129.0,Cash,Dine-in,258.0
FF10145,2025-01-06,Aman,Tripuri,Classic Burger,Burgers,1.0,149.0,UPI,Delivery,149.0
FF10146,2025-02-10,Jaspreet,Tripuri,Classic Burger,Burgers,1.0,149.0,UPI,Takeaway,149.0
FF10147,2025-06-23,Arjun,Leela Bhawan,Veg Burger,Burgers,3.0,129.0,Card,Delivery,387.0
FF10148,2025-01-28,Vikas,Tripuri,Margherita Pizza,Pizza,2.0,299.0,UPI,Delivery,598.0
FF10149,2025-06-18,Harsh,Leela Bhawan,Veg Burger,Burgers,2.0,129.0,Card,Dine-in,258.0
FF10150,2025-05-26,Sahil,Tripuri,Coke,Beverages,3.0,59.0,Card,Delivery,177.0
FF10151,2025-06-14,Nisha,Tripuri,Cheese Burger,Burgers,1.0,199.0,Card,Dine-in,199.0
FF10152,2025-04-04,Riya,Leela Bhawan,Chicken Wings,Sides,4.0,179.0,UPI,Takeaway,716.0
FF10153,2025-05-17,Karan,Tripuri,Chicken Wings,Sides,2.0,179.0,UPI,Dine-in,358.0
FF10154,2025-03-25,Vikas,Model Town,Lemonade,Beverages,4.0,89.0,Card,Dine-in,356.0
FF10155,2025-04-29,Vikas,Tripuri,Chicken Wings,Sides,3.0,179.0,UPI,Delivery,537.0
FF10156,2025-03-21,Arjun,Model Town,Farmhouse Pizza,Pizza,2.0,349.0,UPI,Dine-in,698.0
FF10157,2025-06-12,Simran,Leela Bhawan,Chicken Wings,Sides,4.0,179.0,UPI,Dine-in,716.0
FF10158,2025-03-27,Aditya,Urban Estate,Garlic Bread,Sides,4.0,129.0,Card,Delivery,516.0
FF10159,2025-04-24,Rohan,Tripuri,Margherita Pizza,Pizza,3.0,299.0,Card,Dine-in,897.0
FF10160,2025-05-25,Kavya,Leela Bhawan,Lemonade,Beverages,1.0,89.0,Card,Dine-in,89.0
FF10161,2025-04-15,Aditya,Urban Estate,Garlic Bread,Sides,1.0,129.0,UPI,Dine-in,129.0
FF10162,2025-03-06,Aditya,Model Town,Chicken Wings,Sides,2.0,179.0,Card,Delivery,358.0
FF10163,2025-01-21,Manish,Urban Estate,Margherita Pizza,Pizza,2.0,299.0,UPI,Dine-in,598.0
FF10164,2025-04-24,Tanvi,Tripuri,French Fries,Sides,1.0,99.0,UPI,Takeaway,99.0
FF10165,2025-01-02,Pooja,Model Town,French Fries,Sides,2.0,99.0,UPI,Delivery,198.0
FF10166,2025-03-15,Arjun,Leela Bhawan,French Fries,Sides,2.0,99.0,Cash,Dine-in,198.0
FF10167,2025-02-04,Vikas,Tripuri,Coke,Beverages,4.0,59.0,Card,Delivery,236.0
FF10168,04-02-2025,Karan,Model Town,French Fries,Sides,4.0,99.0,UPI,Dine-in,396.0
FF10169,2025-06-01,Vikas,Urban Estate,Garlic Bread,Sides,4.0,129.0,Card,Takeaway,516.0
FF10170,2025-02-03,Rahul, MODEL TOWN,Chicken Wings,Sides,1.0,179.0,Cash,Delivery,179.0
FF10171,2025-01-20,Karan,Urban Estate,Garlic Bread,Sides,2.0,129.0,UPI,Dine-in,258.0
FF10172,2025-05-04,Tanvi,Model Town,Chicken Wings,Sides,3.0,179.0,UPI,Takeaway,537.0
FF10173,2025-03-17,Harsh,Tripuri,Veg Burger,Burgers,2.0,129.0,UPI,Dine-in,258.0
FF10174,2025-05-26,Manish,Leela Bhawan ,Margherita Pizza,Pizza,2.0,299.0,UPI,Takeaway,598.0
FF10175,2025-05-19,Harsh,Model Town,Classic Burger,Burgers,4.0,149.0,UPI,Dine-in,596.0
FF10176,2025-05-27,Sneha,Model Town,Cheese Burger,Burgers,4.0,199.0,Card,Dine-in,796.0
FF10177,2025-05-05,Neha,Leela Bhawan,French Fries,Sides,4.0,99.0,UPI,Dine-in,396.0
FF10178,2025-05-27,Arjun,Tripuri,Margherita Pizza,Pizza,2.0,299.0,UPI,Dine-in,598.0
FF10179,2025-01-04,Tanvi,Urban Estate,Veg Burger,Burgers,4.0,129.0,UPI,Dine-in,516.0
FF10180,2025-06-11,Karan,Tripuri,Chicken Wings,Sides,1.0,179.0,Card,takeaway ,179.0
FF10181,2025-01-23,Nisha,Leela Bhawan,French Fries,Sides,1.0,99.0,UPI,Dine-in,99.0
FF10182,2025-03-27,Mehak,Urban Estate,Cold Coffee,Beverages,4.0,119.0,UPI,Delivery,476.0
FF10183,2025-04-25,Arjun,Tripuri,Cold Coffee,Beverages,1.0,119.0,Cash,Delivery,119.0
FF10184,2025-06-22,Simran,Tripuri,French Fries,Sides,2.0,99.0,UPI,Dine-in,198.0
FF10185,2025-01-17,Riya,Leela Bhawan,French Fries,Sides,1.0,99.0,UPI,Delivery,99.0
FF10186,2025-01-27,Nisha,Model Town,Veg Burger,Burgers,2.0,129.0,Cash,Delivery,258.0
FF10187,2025-02-21,Aman,Model Town,Classic Burger,Burgers,1.0,149.0,Card,Dine-in,149.0
FF10188,2025-04-25,Karan,Urban Estate,Garlic Bread,Sides,3.0,129.0,UPI,Takeaway,387.0
FF10189,2025-05-07,Neha,Leela Bhawan,Farmhouse Pizza,Pizza,3.0,349.0,Cash,Dine-in,1047.0
FF10190,2025-02-12,Nisha,Tripuri,Cheese Burger,Burgers,1.0,199.0,UPI,Takeaway,199.0
FF10191,2025-03-29,Rahul,Urban Estate,Lemonade,Beverages,3.0,89.0,UPI,Delivery,267.0
FF10192,2025-01-15,Jaspreet,Tripuri,French Fries,Sides,1.0,99.0,Cash,Takeaway,99.0
FF10193,2025-05-01,Rohan,Urban Estate,Cheese Burger,Burgers,4.0,199.0,UPI,Dine-in,796.0
FF10194,2025-04-26,Ananya,Leela Bhawan,Farmhouse Pizza,Pizza,4.0,349.0,Card,Takeaway,1396.0
FF10195,2025-03-10,Ananya,Urban Estate,Farmhouse Pizza,Pizza,2.0,349.0,UPI,Takeaway,698.0
FF10196,2025-06-27,Kavya,Leela Bhawan,Classic Burger,Burgers,2.0,149.0,,Dine-in,298.0
FF10197,2025-06-22,Harsh,Leela Bhawan,Cheese Burger,Burgers,2.0,199.0,UPI,Dine-in,398.0
FF10198,2025-03-27,Sahil,Leela Bhawan,Classic Burger,Burgers,1.0,149.0,Card,Dine-in,149.0
FF10199,2025-03-14,Simran,Leela Bhawan,French Fries,Sides,4.0,99.0,UPI,Dine-in,396.0
FF10200,2025-05-08,Kavya,Urban Estate,Farmhouse Pizza,Pizza,4.0,349.0,Cash,Dine-in,1396.0
FF10201,2025-05-16,Nisha,Urban Estate,Classic Burger,Burgers,2.0,149.0,UPI,Takeaway,298.0
FF10202,2025-01-20,Sneha,Urban Estate,Margherita Pizza,Pizza,4.0,299.0,UPI,Delivery,1196.0
FF10203,2025-03-13,Mehak,Leela Bhawan,Farmhouse Pizza,Pizza,1.0,349.0,Card,Dine-in,349.0
FF10204,2025-03-12,Aditya,Urban Estate,Veg Burger,Burgers,4.0,129.0,UPI,Dine-in,516.0
FF10205,2025-05-17,Ananya,Tripuri,Cold Coffee,Beverages,2.0,119.0,Card,Takeaway,238.0
FF10206,2025-06-23,Sahil,Leela Bhawan,Margherita Pizza,Pizza,1.0,299.0,UPI,Dine-in,299.0
FF10207,2025-03-22,Aditya,Leela Bhawan,Lemonade,Beverages,2.0,89.0,UPI,Dine-in,178.0
FF10208,2025-04-25,Rohan,Model Town,Garlic Bread,Sides,3.0,129.0,Cash,Dine-in,387.0
FF10209,2025-01-17,Jaspreet,Model Town,Margherita Pizza,Pizza,2.0,299.0,UPI,Dine-in,598.0
FF10210,2025-03-07,Manish,Urban Estate,Veg Burger,Burgers,2.0,129.0,Card,Delivery,258.0
FF10211,2025-05-13,Riya,Leela Bhawan,Lemonade,Beverages,4.0,89.0,UPI,Dine-in,356.0
FF10212,2025-02-28,Kavya,Leela Bhawan,Farmhouse Pizza,Pizza,1.0,349.0,Cash,Takeaway,349.0
FF10213,2025-03-01,Rahul,Tripuri,Garlic Bread,Sides,4.0,129.0,UPI,Takeaway,516.0
FF10214,2025-02-28,Ananya,Model Town,Garlic Bread,Sides,3.0,129.0,Card,Dine-in,387.0
FF10215,2025-06-24,Isha,Model Town,Garlic Bread,Sides,4.0,129.0,Card,Delivery,516.0
FF10216,2025-04-20,Harsh,Urban Estate,Garlic Bread,Sides,1.0,129.0,UPI,Delivery,129.0
FF10217,2025-01-02,Riya,Urban Estate,Chicken Wings,Sides,1.0,179.0,UPI,Dine-in,179.0
FF10218,2025-02-08,Gurpreet,Tripuri,Garlic Bread,Sides,2.0,129.0,UPI,Delivery,258.0
FF10219,2025-02-09,Tanvi,Model Town,Lemonade,Beverages,4.0,89.0,Card,Delivery,356.0
FF10220,2025-06-29,Aman,Model Town,Veg Burger,Burgers,4.0,129.0,UPI,Delivery,516.0
FF10221,2025-06-10,Sneha,Leela Bhawan,Farmhouse Pizza,Pizza,1.0,349.0,UPI,Takeaway,349.0
FF10222,2025-06-14,Rahul,Leela Bhawan,Garlic Bread,Sides,3.0,129.0,Card,Takeaway,387.0
FF10223,2025-03-28,Karan,Tripuri,Veg Burger,Burgers,1.0,129.0,UPI,Delivery,129.0
FF10224,2025-05-20,Tanvi,Urban Estate,Coke,Beverages,3.0,59.0,UPI,Delivery,177.0
FF10225,2025-05-24,Tanvi,Tripuri,Chicken Wings,Sides,4.0,179.0,UPI,Dine-in,716.0
FF10226,2025-06-04,Jaspreet,Urban Estate,Coke,Beverages,3.0,59.0,UPI,Delivery,177.0
FF10227,2025-05-28,Harsh,Leela Bhawan,Veg Burger,Burgers,4.0,129.0,Cash,Dine-in,516.0
FF10228,2025-02-15,Isha,Leela Bhawan,Cheese Burger,Burgers,2.0,199.0,cash,Dine-in,398.0
FF10229,2025-04-27,Nisha,Urban Estate,Veg Burger,Burgers,1.0,129.0,Cash,Takeaway,129.0
FF10230,2025-06-07,Kavya,Urban Estate,Coke,Beverages,3.0,59.0,UPI,Delivery,177.0
FF10231,2025-03-29,Ananya,Leela Bhawan,Cold Coffee,Beverages,2.0,119.0,UPI,Dine-in,238.0
FF10232,2025-05-26,Arjun,Urban Estate,Classic Burger,Burgers,3.0,149.0,Card,Dine-in,447.0
FF10233,2025-01-30,Mehak,Urban Estate,Cheese Burger,Burgers,4.0,199.0,Card,Takeaway,796.0
FF10234,2025-01-08,Vikas,Urban Estate,Classic Burger,Burgers,3.0,149.0,Card,Delivery,447.0
FF10235,2025-04-13,Jaspreet,Model Town,French Fries,Sides,4.0,99.0,UPI,Takeaway,396.0
FF10236,2025-05-08,Nisha,Model Town,Farmhouse Pizza,Pizza,4.0,349.0,UPI,Dine-in,1396.0
FF10237,2025-01-26,Riya,Model Town,Lemonade,Beverages,4.0,89.0,Cash,Takeaway,356.0
FF10238,2025-05-08,Isha,Leela Bhawan,Coke,Beverages,3.0,59.0,UPI,Dine-in,177.0
FF10239,2025-06-04,Aman,Leela Bhawan,Lemonade,Beverages,1.0,89.0,Card,Dine-in,89.0
FF10240,2025-06-06,Aditya,Model Town,Classic Burger,Burgers,1.0,149.0,UPI,Dine-in,149.0
FF10241,2025-03-13,Arjun,Urban Estate,Classic Burger,Burgers,1.0,149.0,Cash,Dine-in,149.0
FF10242,2025-02-19,Arjun,Leela Bhawan,Cold Coffee,Beverages,4.0,119.0,UPI,Takeaway,476.0
FF10243,2025-05-05,Isha,Leela Bhawan,Cheese Burger,Burgers,4.0,199.0,Card,Delivery,796.0
